Domain:5,Kingdom:13,Phylum:229,Class:463,Order:974,Family:1975,Genus:4980,Species:17585,Total_reads,Percent,Prevalence,Gene_Count
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__unclassified_f__Archaeoglobaceae,s__Archaeoglobaceae_archaeon,62,2.86E-07,0.705882353,2
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__unclassified_o__Archaeoglobales,g__unclassified_o__Archaeoglobales,s__Archaeoglobales_archaeon,120,5.54E-07,0.352941176,2
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__unclassified_c__Archaeoglobi,f__unclassified_c__Archaeoglobi,g__unclassified_c__Archaeoglobi,s__Archaeoglobi_archaeon,94,4.34E-07,0.058823529,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Candidatus_Methanofastidiosa,o__unclassified_c__Candidatus_Methanofastidiosa,f__unclassified_c__Candidatus_Methanofastidiosa,g__Candidatus_Methanofastidiosum,s__Candidatus_Methanofastidiosum_methylthiophilus,214,9.88E-07,0.529411765,4
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Candidatus_Methanofastidiosa,o__unclassified_c__Candidatus_Methanofastidiosa,f__unclassified_c__Candidatus_Methanofastidiosa,g__Candidatus_Methanofastidiosum,s__Candidatus_Methanofastidiosum_sp.,1092,0.00%,1,17
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Candidatus_Methanofastidiosa,o__unclassified_c__Candidatus_Methanofastidiosa,f__unclassified_c__Candidatus_Methanofastidiosa,g__unclassified_c__Candidatus_Methanofastidiosa,s__Candidatus_Methanofastidiosa_archaeon,3228,0.00%,1,112
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula_amylolytica,6,2.77E-08,0.117647059,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula_pellucida,2,9.24E-09,0.058823529,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halosimplex,s__Halosimplex_carlsbadense,520,0.00%,1,2
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium_hubeiense,8,3.70E-08,0.058823529,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halocatena,s__Halocatena_sp._DFN5,2,9.24E-09,0.058823529,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__unclassified_o__Halobacteriales,g__Salinirubellus,s__Salinirubellus_sp._BND22,10,4.62E-08,0.117647059,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__unclassified_o__Halobacteriales,g__unclassified_o__Halobacteriales,s__Halobacteriales_archaeon,36,1.66E-07,0.470588235,2
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__unclassified_o__Halobacteriales,g__unclassified_o__Halobacteriales,s__Halobacteriales_archaeon_QS_8_69_26,10,4.62E-08,0.117647059,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__unclassified_o__Halobacteriales,g__unclassified_o__Halobacteriales,s__halophilic_archaeon,8,3.70E-08,0.058823529,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Halobellus,s__Halobellus_limi,6,2.77E-08,0.058823529,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Halobellus,s__Halobellus_sp._Atlit-31R,12,5.54E-08,0.117647059,2
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Haloferax,s__Haloferax_lucentense,56,2.59E-07,0.470588235,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Haloferax,s__Haloferax_sp._ATCC_BAA-645,38,1.76E-07,0.588235294,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Candidatus_Halobonum,s__Candidatus_Halobonum_tyrrellensis,16,7.39E-08,0.352941176,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_sp._48-1-W,16,7.39E-08,0.058823529,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Salinigranum,s__Salinigranum_halophilum,40,1.85E-07,0.411764706,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Halopiger,s__Halopiger_goleimassiliensis,4,1.85E-08,0.058823529,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natribaculum,s__Natribaculum_luteum,2,9.24E-09,0.058823529,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_aggregans,606,0.00%,1,21
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_alcaliphilum,16700,0.01%,1,376
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_alkalithermotolerans,2366,0.00%,1,61
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_arcticum,118,5.45E-07,0.705882353,3
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_congolense,632,0.00%,1,20
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_flexile,34,1.57E-07,0.588235294,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_formicicum,694,0.00%,1,23
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_lacus,346,0.00%,0.941176471,12
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_paludis,1604,0.00%,1,45
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_petrolearium,866,0.00%,1,13
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp.,8140,0.00%,1,221
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp._42_16,198,9.15E-07,1,5
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp._A39,218,0.00%,1,5
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp._BAmetb5,142,6.56E-07,0.823529412,6
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp._BRmetb2,1072,0.00%,1,34
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp._ERen5,268,0.00%,1,8
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp._MB1,306,0.00%,0.941176471,13
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp._Maddingley_MBC34,216,9.98E-07,0.941176471,7
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp._PtaB.Bin024,116,5.36E-07,0.529411765,6
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp._PtaU1.Bin097,180,8.31E-07,0.882352941,8
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp._PtaU1.Bin242,448,0.00%,1,14
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp._SMA-27,168,7.76E-07,1,8
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp._VT,234,0.00%,0.941176471,8
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_sp._YSL,12,5.54E-08,0.176470588,2
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium_subterraneum,444,0.00%,0.941176471,17
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__unclassified_g__Methanobacterium,1968,0.00%,1,62
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_arboriphilus,1280,0.00%,1,41
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_boviskoreani,766,0.00%,1,49
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_curvatus,244,0.00%,1,14
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_cuticularis,844,0.00%,1,21
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_filiformis,540,0.00%,1,13
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_gottschalkii,2572,0.00%,1,88
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_millerae,23900,0.01%,1,903
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_olleyae,5104,0.00%,1,222
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_oralis,1760,0.00%,1,72
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_ruminantium,6146,0.00%,1,262
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_smithii,2820,0.00%,1,137
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_smithii_CAG:186,206,9.52E-07,0.705882353,4
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp.,855652,0.40%,1,29146
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp._87.7,318,0.00%,1,13
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp._A27,86,3.97E-07,0.705882353,13
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp._A54,28,1.29E-07,0.411764706,2
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp._AbM4,314,0.00%,0.941176471,9
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp._D5,122,5.64E-07,0.823529412,3
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp._NOE,190,8.78E-07,1,5
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp._TLL-48-HuF1,114,5.27E-07,0.764705882,7
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp._TMH8,662,0.00%,1,25
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_sp._YE315,14454,0.01%,1,465
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_thaueri,103714,0.05%,1,2460
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_woesei,1874,0.00%,1,73
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter_wolinii,638,0.00%,1,30
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__unclassified_g__Methanobrevibacter,3652,0.00%,1,95
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_cuniculi,258,0.00%,0.882352941,12
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp.,94840,0.04%,1,3609
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp._A6,8,3.70E-08,0.058823529,1
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp._BMS,1136,0.00%,1,43
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp._DEW79,52,2.40E-07,0.294117647,3
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp._SHI1033,402,0.00%,1,12
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp._SHI613,834,0.00%,1,36
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp._WGK6,212,9.79E-07,0.647058824,10
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp._rholeuAM130,790,0.00%,1,38
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp._rholeuAM270,1946,0.00%,1,92
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp._rholeuAM6,3246,0.00%,1,147
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_sp._rholeuAM74,1516,0.00%,1,61
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera_stadtmanae,7046,0.00%,1,379
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__unclassified_g__Methanosphaera,90,4.16E-07,0.647058824,7
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__Methanothermobacter_defluvii,104,4.80E-07,0.882352941,2
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__Methanothermobacter_marburgensis,78,3.60E-07,0.647058824,3
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__Methanothermobacter_sp.,1248,0.00%,1,38
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__Methanothermobacter_sp._CaT2,102,4.71E-07,0.764705882,5
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__Methanothermobacter_sp._K4,410,0.00%,1,12
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__Methanothermobacter_sp._KEPCO-1,212,9.79E-07,0.882352941,5
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__Methanothermobacter_sp._MT-2,816,0.00%,1,23
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__Methanothermobacter_sp._THM-1,210,9.70E-07,0.882352941,6
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__Methanothermobacter_sp._THM-2,216,9.98E-07,0.823529412,5
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__Methanothermobacter_tenebrarum,840,0.00%,1,25
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__Methanothermobacter_thermautotrophicus,894,0.00%,1,19
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__Methanothermobacter_wolfeii,118,5.45E-07,0.705882353,4
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,s__unclassified_g__Methanothermobacter,1052,0.00%,1,21
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__unclassified_f__Methanobacteriaceae,s__Methanobacteriaceae_archaeon,3292,0.00%,1,111
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__unclassified_f__Methanobacteriaceae,s__Methanobacteriaceae_archaeon_41_258,234,0.00%,1,7
d__Archaea,k__unclassified_d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanothermaceae,g__Methanothermus,s__Methanothermus_fervidus,318,0.00%,0.941176471,11
