Gene,XY_Blood_007.886,XY_Blood_1.888,XY_Blood_3.885,XY_Blood_5.609,XY_Blood_7.604,XY_Blood_881,XY_Blood_999
ACOT13,9.896003576,14.77850318,9.111363027,12.25013472,11.29984334,14.46685362,9.260667532
TDP2,27.17502128,22.40812066,14.53234788,15.39787556,16.51503709,20.33885443,32.35902439
KIAA0319,0,0,0.077116846,0.010197644,0.009936081,0,0.110525356
LOC107131751,0,0,0.092749772,0.196238131,0,0,0
ALDH5A1,5.553682101,3.912888201,2.215003844,2.740388372,2.554008029,1.218272268,5.219235197
LOC112443816,0.197804284,0.063709479,0.099839848,0.132024484,0,0,0.071546201
GPLD1,0.668882321,0.253454002,0.148946492,0.07878451,0.102351655,0,0.071157665
MRS2,9.787494765,6.291345979,4.227894624,4.565441389,5.207813821,2.988741135,8.925820035
LOC112443933,0,0,0,0,0,0,0
DCDC2,0,0,0,0,0,0,0
LOC112443913,0,0,0,0,0,0,0
NRSN1,0,0,0,0,0,0,0
LOC112443930,0,0,0,0,0,0,0
LOC788801,117.1718204,506.8879109,448.053876,420.0140502,549.4646602,406.2947212,392.5462123
PRP4,0,0,0,0,0,0,0
LOC112443938,0,0,0,0,0,0,0
LOC112443942,0,0,0,0,0,0,0
PRP8,0,0,0,0,0,0,0
LOC112443939,0,0,0,0,0,0,0
PRP6,0,0,0,0,0,0,0
LOC112443941,0,0,0,0,0,0,0
PRP1,0,0,0,0,0,0,0
LOC112443940,0,0,0,0,0,0,0
LOC100298767,0,0,0,0,0,0,0
LOC112443927,0,0,0,0,0,0,0
LOC112443944,0,0,0,0,0,0,0
PRP2,0,0,0,0,0,0,0
LOC112443937,0,0,0,0,0,0,0
LOC112443936,0,0,0,0,0,0,0
PRP14,0,0,0,0,0,0,0
LOC112443935,0,0,0,0,0,0,0
PRP9,0,0,0,0,0,0,0
LOC112443926,0,0,0,0,0,0,0
LOC112443934,0,0,0,0,0,0,0
PRP-VII,0,0,0,0,0,0,0
LOC112443928,0,0,0,0,0,0,0
PRP3,0,0,0,0,0,0,0
LOC112443943,0,0,0,0,0,0,0
LOC112443883,0,0,0,0,0,0,0
CSH2,0,0,0,0,0,0,0
PRL,0,0,0,0,0,0,0
HDGFL1,0.509462766,0.12306713,0,0.034004096,0,0,0
MIR2284C,0,0,0,0,0,0,0
LOC104975693,0,0,0,0,0,0,0
LOC112443887,0,0,0,0,0,0,0
LOC100847951,2.747906329,0.626218197,0.798167635,0.159185194,0.586690946,0.59046777,0.562598014
LOC112443852,0,0,0.127802981,0,0,0,0
SOX4,99.66680881,15.76981423,12.55508728,3.894085778,13.28758989,11.39981072,11.7115496
LOC112443849,1.461359931,1.42884938,0.032928913,0,0.305475058,0.016696264,0.094388711
LOC112441526,0.031442665,0,0,0,0,0,0.028432185
LOC112443850,0.144669571,0,0,0,0,0,0
LOC112443851,0,0,0,0,0,0,0
LOC104968751,0.114485369,0,0.072231764,0.076413268,0,0,0
CDKAL1,13.74044452,7.3421916,9.839641034,9.506843248,7.238635205,8.529731144,8.813977421
LOC112443854,0,0,0,0,0,0,1.157378291
E2F3,15.13732478,39.69759432,14.28175068,29.32517656,17.71707955,21.25849377,13.05680185
LOC112443878,2.649077621,1.720209606,0.431321602,1.026654418,1.556055576,1.038811457,0.927267695
LOC112443834,0,0,0,0,0,0,0
MBOAT1,35.67776934,33.01006363,20.59276492,29.05276953,31.36341468,26.33740039,27.50394733
LOC112443871,0.563970021,0.129746707,0,0,0.314371605,0.206190243,0.291412961
ID4,0,0,0,0,0,0,0
TRNAI-AAU_17,0,0,0,0,0,0,0
LOC112443857,0,0,0,0,0,0,0
RNF144B,89.04863604,70.37067416,37.53320549,54.7283302,50.70577869,37.50457822,45.88079765
TRNAA-UGC_16,0,0,0,0,0,0,0
LOC112443866,0,0,0,0,0,0,0
DEK,205.6666045,103.7588842,76.67803011,96.34864027,81.98137817,96.6720523,181.0058947
KDM1B,59.71429988,42.53448733,18.23270084,30.91171168,27.40713626,19.97312168,48.85534451
TPMT,25.62309548,38.57274837,26.35804889,34.16709536,24.41561918,19.7082941,22.06168948
NHLRC1,7.582445314,8.531456182,11.31042146,9.920711855,11.59297169,6.939628639,13.80374148
LOC112443923,2.843944953,0,0,0,0,0,0
LOC104975702,0,0,0,0,0,0,0
KIF13A,24.9899772,11.20283351,5.819550747,10.50437592,6.318093298,3.925341397,17.88742165
LOC112443914,0,0,0,0,0,0,0
NUP153,144.5011174,76.18168086,42.5779304,65.71497415,50.66419446,36.84100802,78.56029526
FAM8A1,98.8088567,59.48047034,30.41139002,46.48135028,35.28284504,27.48033443,47.41069953
CAP2,0,0,0,0,0,0,0
TRNAE-UUC_97,0,0,0,0,0,0,0
RBM24,0,0.052055801,0,0,0,0,0
MIR2325B,0,0,0,0,0,0,0
STMND1,0,0,0,0,0,0.175022597,0
TRNAC-GCA_229,0,0,0,0,0,0,0
LOC112443889,0,0,0,0,0,0,0
LOC100848122,2.164870786,3.106016338,0.695353355,1.94410535,1.305489999,1.511021628,2.811818445
ATXN1,90.13296192,109.196662,33.43734679,62.65125333,45.23730767,27.86397791,55.19648003
LOC574091,55.96360643,64.5010445,20.20740976,40.19100223,35.19059589,17.94688099,39.62846834
GMPR,16.13566593,65.07392728,19.36017505,29.04150914,32.19804946,15.44149057,31.86271876
MYLIP,68.58305253,81.168913,50.47913155,50.99212279,54.68062826,60.61843361,110.8572294
DTNBP1,26.9634781,52.36236064,58.23138702,58.6281508,58.204978,56.39345363,79.15566943
JARID2,64.97854261,26.98962503,17.14404688,27.43007454,19.12015772,17.30983385,31.94253352
LOC112443921,0,0,0,0,0,0,0
LOC107131747,0,0,0,0,0,0,0
TRNAC-GCA_230,0,0,0,0,0,0,0
LOC101907682,0.254859389,0.076955608,0.180897011,0.085052959,0,0.040765313,0
LOC104975709,0,0,0,0,0,0,0
CD83,11.19846573,10.35848699,6.948616588,14.79440345,11.43564957,13.02704687,16.86316538
RNF182,0,0.181460902,0.14218472,0.300831616,0.073278873,0.057674631,0.020378189
MCUR1,12.688115,8.761144125,4.986515521,6.103129297,4.540611957,3.990955518,12.7231744
LOC112443916,0,0,0,0,0,0,0
RANBP9,50.79175605,73.41893128,35.19570925,48.60667555,48.60421583,34.23757686,85.85611584
NOL7,36.69589879,72.23788029,63.85911949,49.42403557,65.60945576,52.35322794,83.50090659
SIRT5,5.293755328,8.811232938,10.19922624,8.608014833,10.05080706,7.183148072,10.37698079
GFOD1,6.741008724,2.408472481,2.525480566,2.429468059,1.945214067,2.80729111,4.057097751
TRNAC-ACA_93,0,0,0,0,0,0,0
TBC1D7,5.480291622,6.449444169,4.992120082,4.804948357,5.88376408,7.344637514,5.776623792
PHACTR1,12.60630145,7.248822731,4.658034437,8.647801186,4.953116367,5.582455496,12.65270687
LOC107131756,2.349428845,0.740261801,0.128896964,0.477255878,0.265722625,0.26142348,1.016056923
LOC112443848,0,0,0,0,0,0,0
EDN1,0.150495603,0.080786896,0.253204125,0.267862137,0.260991659,0.385153584,0
HIVEP1,15.24551264,7.59851115,4.57785416,6.319521002,5.195970539,3.649443678,7.215279789
ADTRP,1.282867954,1.45555741,0.643836446,0.622727499,0.929093545,0.261160479,1.054581541
TMEM170B,17.98108033,16.36562532,4.341575701,8.580088299,7.127739678,4.300610304,8.54006011
LOC112443837,0,0,0,0,0,0,0
LOC112443738,3.317935778,5.152429687,1.270975264,3.242743416,4.00725861,1.137237949,2.464499158
LOC101906324,0.118442359,0.066759559,0.231657826,0.031621745,0.05391867,0.075780452,0
NEDD9,42.63252636,24.406772,18.92177021,22.12663574,19.86118384,13.26834096,31.0434911
TRNAG-GCC_21,5.635224258,20.41888802,9.777371801,6.582153981,4.580947342,0,2.54783971
SMIM13,1.904128338,1.641447712,0.79148657,1.51014083,1.165470702,1.275608597,1.498994034
LOC104969833,0.426193431,0.514761883,0.448160663,0.379283783,0.508138697,0.22723522,0.899237545
ELOVL2,0,0,0,0.12761952,0.124346167,0,0
SYCP2L,0.035874107,0.028886137,0.011316948,0.119720876,0,0,0.032439338
GCM2,0,0.03021663,0.236764124,0.175329296,0.146427618,0.024009759,0.407201907
MAK,0.130273285,0.354027919,0.472608406,0.836902545,0.508324097,0.020837495,0.147250328
TRNAE-UUC_98,0,0,0,0,0,0,0
TMEM14C,112.604192,223.8582428,217.1211293,181.4176774,240.8956638,145.9672105,327.3024609
PAK1IP1,23.2461936,25.41784623,19.18567271,16.60348839,20.41727262,15.55914624,33.1596221
C23H6orf52,0.452023336,0.800740707,0.570386299,0.66374662,0.411550349,0.347050155,1.553228486
LOC520336,2.549062521,1.852280372,1.323880059,1.898482134,1.041137159,1.193350517,7.027446333
LOC100848875,0,0,0,0,0,0,0
GCNT2,4.511279943,2.583958319,1.379126596,2.762719769,0.756139864,0.624881228,9.29418282
LOC112443869,0,0,0,0,0,0,0
TFAP2A,0,0,0,0,0,0,0
LOC112443811,0,0,0,0,0,0,0
LOC112443732,0,0,0,0,0,0,0
OFCC1,0,0,0,0,0,0,0
SLC35B3,14.63282304,10.17894204,7.702625113,9.795574316,6.982278766,4.542609537,14.48451768
TRNAQ-CUG_19,0,0,0,0,0,0,0
LOC112443838,0,0,0,0,0,0,0
EEF1E1,9.629813606,9.692510135,10.3961928,9.284050823,8.871961309,9.48146148,16.15781892
BLOC1S5,18.89097423,20.87311057,16.81875328,18.87814882,17.43840813,16.5183665,21.92222972
TXNDC5,37.72672864,109.1069875,138.4069515,90.36723461,94.30802243,81.61462806,61.54521896
BMP6,5.218017874,3.74736631,6.940274912,10.11884837,6.672228621,7.331238497,1.65782271
SNRNP48,13.74526511,14.88498563,8.893794905,8.906416069,8.824780459,9.388118615,16.23964302
DSP,0.063969332,0,0.013453299,0.234829843,0.076268873,0.013642712,0
LOC112443890,0,0,0,0,0,0,0
TRNAE-UUC_99,0,0,0,0,0,0,0
RIOK1,11.56204421,5.75137827,4.006667904,4.593897768,4.13794726,2.954246442,6.559583416
CAGE1,1.069603198,0.516752175,0.29243074,0.42834404,0.394170794,0.342170715,0.870474586
SSR1,151.6163257,103.1156605,97.6136814,99.25622812,100.7407164,100.6723164,110.2948032
RREB1,36.36245097,20.35407791,12.62303622,18.22254437,15.41012906,10.89388768,19.97975835
LOC101902551,0,0,0,0,0,0,0
LOC104969889,0,0,0,0,0,0,0
LOC112443802,0,0,0,0,0,0,0
LOC112443842,0,0,0,0,0,0,0
LOC112443881,0.279048244,0.112346014,0,0,0,0,0
LY86,23.95064544,14.45939539,18.06480175,19.82005124,16.03178361,22.94957168,30.71723273
LOC112443845,1.032407498,0,0,0,0,0,0.466779794
LOC112443817,0.29308495,0.021454046,0.168104394,0.053350792,0,0.017047118,0.024093047
F13A1,568.181572,569.4234217,314.0747188,739.1991283,650.3633361,403.2792262,316.4028565
LOC107131761,4.439420702,1.083230134,0.084877112,0.448953284,0.087487589,0,1.216475193
NRN1,0,0.523561231,2.215292632,3.645500666,3.678853096,0.832030499,0.117592602
FARS2,7.730588882,5.681167641,7.803883781,5.915581189,7.010088591,6.25576903,8.802025892
LOC112443717,0.090003582,0.036235826,0,0.060072897,0,0,0.284851645
LYRM4,28.80095963,40.96473285,51.26419265,43.21712707,43.81759207,64.89837894,49.23535223
PPP1R3G,0,0,0,0,0,0.040372242,0
RPP40,4.850276181,7.188354202,5.543775355,5.77086978,4.525709308,4.407512915,6.292793295
CDYL,16.38861098,17.39587889,14.96391767,14.25466478,16.33058994,13.60679665,24.80078015
LOC112443826,0,0,0,0,0,0,0
TRNAF-GAA_19,0,0,0,0,0,0,0
LOC104969916,0,0.081134654,0,0,0.065528783,0,0
ECI2,9.899372619,7.822760548,5.635716969,3.564888791,8.264419935,7.718282016,11.24148978
C23H6orf201,0.604133631,0,0.038116345,0,0.078577298,0,0
FAM217A,2.107620709,0.339414837,0,0.076730814,0.299050888,0.147106261,0.727679192
PRPF4B,72.48099648,44.13074573,26.37649664,33.32157731,28.7074922,23.93063785,66.34207581
LOC112443776,0,0,0,0.020953932,0,0,0
LOC112443749,0,0,0,0,0,0,0
PXDC1,6.915957045,11.21656518,13.12131204,15.48506742,12.53602379,11.36035453,19.38230866
LOC101903139,0,0.02342959,0,0,0,0,0.078934793
SLC22A23,7.717807137,2.601033027,2.318744301,2.143126958,1.773675722,3.786976345,3.183342063
LOC101903265,7.079492261,0.467251442,1.977034614,1.471785983,0.553487459,1.311828407,0.454763152
LOC112443743,0,0,0,0,0,0,0
PSMG4,144.4179651,159.30776,368.3965846,215.708451,266.9975677,313.0543586,188.7116762
TUBB2B,0.28294013,4.784341962,2.365313224,1.652423593,2.990074416,2.851184012,8.379087915
LOC104969934,0,0,0.375350984,0,0,0,0.537960291
TUBB2A,11.30421259,11.20653171,15.22285503,12.9400764,13.0034129,13.45406777,24.12585906
BPHL,6.08756409,10.17114902,12.14653241,8.786551279,14.30162825,7.692381,14.86271687
RIPK1,61.58099165,49.80869733,42.57746707,51.44253926,42.87766712,38.19429187,66.61138965
LOC107131763,1.147768449,0.693144713,0.452597897,1.723675805,0.466517975,0.275382089,1.167609711
NQO2,2.127261127,1.796444368,4.059166493,1.350580079,3.272975574,1.12866746,3.565672351
LOC112443728,0.966444513,1.007068598,0.824962243,0.199207687,0.360467988,0.200051049,0.706840777
LOC100848642,0,0,0,0,0,0,0
LOC617406,0.623490045,0.470662037,0.737579824,0.572204155,0.354790236,0.548507237,0.246659857
LOC112443922,0,0,0,0,0,0,0
LOC112443920,0,0,0,0,0,0,0
LOC617396,0.155693072,0.438778868,0.24557691,0.155876029,0,0,0.140786231
SERPINB6,30.92686909,12.80704061,18.99350393,19.6456239,15.43623758,17.44789701,26.2575202
LOC404051,1.639223774,1.342674163,2.353761281,1.490239694,1.507155927,1.609349603,0.638912159
SERPINB9,3.56803144,3.725440721,1.83061591,1.020635506,1.861419345,0.978367522,1.063651676
SERPINB1,63.27396499,24.4895345,20.62936851,40.73558134,35.2364702,40.7701633,55.51996692
WRNIP1,67.510733,77.3145644,56.68638798,55.5124046,60.04074758,59.28423937,108.5405026
MYLK4,0,0.208356,0.163258527,0.296073565,0.576958966,0.425718229,0.066852937
LOC112443736,0,0,0,0,0,0,0
LOC101904174,0,0,0,0,0,0,0
LOC112443832,0,0,0,0,0,0,0
GMDS,17.02747157,23.33166887,23.12295919,21.43738993,22.14696617,13.41918931,10.93662031
LOC107131765,0,0.070168,0,0,0.113343027,0,0
FOXC1,0.176355903,0.094668852,0.074178317,0.11770876,0.038229871,0.225668081,0.611304341
FOXF2,0,0,0,0,0,0,0
LOC101904396,0,0,0,0,0,0,0
FOXQ1,0.153269925,1.234142521,0.73493473,2.005080451,1.05656664,0.431479098,0.914727584
LOC101905813,0,0,0,0,0,0,0
LOC104969983,0,0,0,0,0,0,0
LOC112443839,0,0,0,0,0,0,0
LOC104969959,0,0,0,0,0,0,0
LOC107131767,0,0,0,0,0,0,0
LOC107131768,0,0,0,0,0,0,0
LOC101904512,0,0.30160839,0.228449402,0.091669585,0.146157256,0.023965428,0.022580559
EXOC2,45.47436025,28.08170667,25.89855011,30.60543122,24.99035454,25.44891489,37.32442037
IRF4,45.98229248,38.39918722,23.41366196,34.09307438,23.32931232,17.65738065,43.23827558
DUSP22,5.580789081,2.732809316,1.541025192,1.990403556,1.385250771,1.253811605,4.532821928
LOC112443863,0.347853349,0.056018897,0,0,0,0,0.377457735
LOC100336531,0,0,0.101825525,0,0,0,0
LOC789936,0,0,0,0,0,0,0
LOC789929,0,0,0,0,0,0,0
LOC529511,0,0,0,0,0,0,0
PARD6G,3.713265527,4.111185507,1.542339864,1.796854028,2.736829553,2.831137336,2.686190981
ADNP2,35.97732751,24.16567637,16.13251871,18.58562604,18.90871815,14.53930386,29.47858843
RBFA,8.833594784,19.32742794,14.45225276,10.73475614,13.11389034,13.0966098,22.31081259
LOC515578,0.328000119,0.429176304,0.698435025,0.082096389,0.293299135,0.262321661,1.445904184
TXNL4A,26.9882334,39.2630546,42.69231473,30.63130931,35.95042686,34.95169766,44.21058622
HSBP1L1,0.528991065,0.307629198,0.129793249,0.127499351,0.133785164,0.122219169,0.172734896
PQLC1,16.43607075,29.52832459,27.76989071,32.1699214,30.73399217,25.81185526,27.67880412
KCNG2,0,0,0,0.081815293,0,0,0
CTDP1,42.83864655,44.51287089,40.07600586,41.51117957,38.75912519,38.33802669,62.21561985
LOC101902808,2.780374965,2.918411797,1.190356839,1.424959704,2.001894169,0.698856748,2.469271965
NFATC1,99.07690285,69.24531091,55.78130289,64.7232604,61.04020715,50.17571812,94.09827206
ATP9B,21.60896178,16.93395357,11.80887831,13.03025187,13.56930716,10.19076378,30.31877364
LOC112444240,0,0,0,0,0,0,0
SALL3,0,0.047568755,0,0,0,0,0.01068401
LOC104975719,0,0,0,0,0,0,0
TRNAK-UUU_41,0,0,0,0,0,0,0
LOC112444174,0.173292773,0,0,0,0.300526842,0,1.14913955
LOC112444204,0,0,0,0,0,0,0
GALR1,0.8694346,1.555724801,0.304749251,0.515825945,1.633434938,0.24723192,0.524127026
MBP,250.1442197,299.977275,177.6548142,264.3254817,234.6558711,180.6605757,215.0124632
LOC112444185,2.457517545,0.840995993,0.232576654,0.36906081,0.279684732,1.375798463,0.8333334
LOC101903290,0.690698693,0.423738273,0.103757041,0.439054184,0.427792748,0.126261438,0.594826391
ZNF236,33.30403665,25.34230293,9.609728753,14.30863743,11.85386576,7.18134682,29.87880388
LOC100848212,1.211286594,2.384160299,1.641683271,1.736720479,4.172086142,1.664796983,1.014177682
LOC112444172,0,0,0,0,0,0,0
LOC112444255,0,0,0,0,0,0,0
ZNF516,13.21145428,9.287451482,5.510837065,10.04940411,7.920575654,4.077817247,7.501576392
LOC100848495,0.319175697,0.257002996,0.402752314,0.553887991,0.581195081,0.530949607,0.115446481
LOC112444173,0,0,0,0,0,0,0
LOC101904059,0,0,0,0,0,0,0
TSHZ1,16.18929989,13.26415182,11.90744277,9.873534361,10.61352979,9.199404543,16.82922388
LOC112444190,0,0.016906552,0,0.028028216,0.054618623,0,0.037972358
ZADH2,29.56349763,25.10852183,15.84009346,18.2064763,18.68097422,11.57811455,26.31954305
ZNF407,23.98246603,13.2192754,8.200740061,10.83838825,9.917315177,8.643970134,13.07855141
LOC112444184,0.101729051,0,0,0,0.00661575,0.006508713,0.0183978
LOC112444151,5.887991574,9.266619364,1.913728805,5.299465097,6.033796605,3.367637957,4.920893582
CNDP1,0.171244856,0.75838301,0.072028523,0.114297392,0.167048614,0.273909872,0.206465345
CNDP2,43.14006886,84.59860554,77.49990314,103.4268048,89.10714651,86.55817915,89.7755655
LOC101904324,0,0,0,0,0,0,0
FAM69C,0,0,0,0,0,0,0
C24H18orf63,0,0,0,0,0,0,0
CYB5A,5.059655035,8.109354101,7.327011681,7.686848028,8.304463211,5.302860417,8.888995167
TIMM21,24.55139155,29.5628016,26.66950699,21.34797789,23.63239867,25.65191292,45.28403191
FBXO15,1.53639437,1.597943903,0.727013044,0.662280471,0.686925269,0.491499241,1.360348624
TRNAA-CGC_8,0,0,0,0,0,0,0
LOC100848447,0,0,0,0,0,0,0
NETO1,0,0,0,0,0,0,0
CBLN2,0,0,0,0,0.027898347,0,0
LOC112444205,0,0,0,0,0,0,0
LOC101907394,0.290433892,0,0,0,0,0,0
SOCS6,5.635844263,3.39678278,2.098273531,2.666670874,2.6781078,1.656554507,2.593532071
RTTN,15.36080238,11.27511196,5.856509718,6.529962197,6.122379851,4.083038529,11.20744778
CD226,125.9101232,33.60324559,30.17660289,53.78097393,24.70523419,25.59436948,21.76186465
DOK6,0.046749182,0.02823213,0.007373815,0,0,0,0.031704884
LOC101907606,0,0,0.053153939,0,0.054788739,0.215609232,0
CCDC102B,0,0,0,0.139592073,0.068005816,0,0
TMX3,54.18297373,35.89202461,18.36601941,23.16280484,21.68420749,18.8210913,45.06766988
LOC100337355,0.158120088,0.190979467,0.448929138,0.105537265,0.15424546,0.101166608,0.428942617
DSEL,0.297176778,0.161381141,0.034883065,0.055353673,0.071911853,0.030952419,0.187481562
CDH19,0,0,0,0,0,0,0
CDH7,0,0,0,0,0,0,0
LOC112444222,0,0,0,0,0,0,0
TRNAC-GCA_231,0,0,0,0,0,0,0
SERPINB8,3.051700247,6.334758524,5.016628574,6.988850692,7.556097521,4.299092174,5.519030097
TRNAK-UUU_42,0,0,0,0,0,0,1.256468898
LOC112444149,0,0,0,0,0,0,0
LOC281376,27.92339654,0.584510153,0.1831985,1.711934269,0.503554517,3.560741211,1.312818171
LOC100848171,0.087859711,0.070745389,0.083149427,0.058641971,0.085706767,0,0.198618947
SYT4,0,0,0,0,0,0,0
LOC112444213,0,0,0,0,0,0,0
PIK3C3,39.50013658,29.32141968,17.88518893,19.54266902,21.46600572,17.37615025,36.44476421
TRNAC-ACA_94,1.389507351,0,0,0,0,0,1.256468898
LOC112444152,259.3365061,393.8529843,695.7236894,480.8946902,604.2316771,740.8116503,381.7819606
LOC112444218,0,0,0,0,0,0,0
LOC112444176,0,0,0,0,0,0,0
LOC112444187,0,0,0,0,0,0,0
TRNAC-GCA_232,0,0,0,0,0,0,0
TRNAK-UUU_43,0,0,0,0,0,0,0
LOC112444202,0,0,0,0,0,0,0
TRNAW-CCA_51,0,0,0,0,0,0,0
LOC112444195,0,0,0,0,0,0,0
LOC104975738,0,0,0,0,0,0,0
CELF4,0,0.019391157,0,0,0,0,0.021776408
KIAA1328,4.019383044,2.140638494,1.1182063,1.605417721,1.1731799,0.911209689,2.031912105
TPGS2,2.628362354,1.726520364,1.658301413,1.431140001,2.22659343,1.039967204,2.68943462
FHOD3,0,0.077754504,0.052221414,0.073659356,0.044856278,0.061782762,0
LOC104975739,0,0,0,0,0,0,0
LOC112444238,0,0,0,0,0,0,0
MOCOS,33.42083232,64.2496048,24.36522098,35.827264,38.75931658,16.61300376,24.26921655
LOC100847780,3.570909294,4.095984179,1.105234746,1.52897594,1.117319073,0.625059113,2.315140965
ELP2,27.80373291,20.23989574,17.0889735,16.45760415,15.74635008,15.9073235,27.67747655
SLC39A6,58.114281,33.46705548,26.27012872,34.8748663,28.52611775,30.10651628,47.60607426
RPRD1A,13.01072569,9.32757031,4.011452455,4.326479267,4.497886594,3.502389201,13.20934723
C24H18orf21,18.49412525,12.24219684,15.39085982,10.98077462,8.559300269,11.97788873,21.34029502
MIR187,0,0,0,0,0,0,0
GALNT1,109.8112276,81.55025079,54.39201409,93.04502285,86.82974268,70.27477239,71.85806989
INO80C,43.39835999,41.69933249,29.00132745,28.68057546,38.80004412,35.54350036,67.95959286
ZNF24,173.636188,72.70878502,34.36611481,54.08901304,38.53243631,30.3194694,93.6376699
ZNF397,7.163420668,3.593937265,2.948160941,2.258209654,2.902660246,1.988411871,3.368330464
ZSCAN30,0.492021112,0.260644473,0.122537674,0.077778835,0.168408582,0.157399694,0.222456263
MAPRE2,201.9702422,77.94315756,135.5299839,130.7914217,83.2242524,89.82641004,90.3061803
LOC112444208,2.669316754,1.719485307,2.694624956,2.494289929,0.520781382,0,0
DTNA,0.793258259,0.464536961,0.922976098,0.543212499,0.489081033,0.395480676,0.149050952
LOC112444244,0,0,0,0,0,0,0
LOC112444199,0,0,0,0,0,0,0
TRNAC-GCA_233,0,0,0,0,0,0,0
NOL4,0.154389706,0,0,0,0,0,0
ASXL3,0,0.147183557,0,0,0,0.017992342,0
MIR2285M-3,0,0,0,0,0,0,0
CCDC178,0,0,0,0,0,0.058607808,0.193273813
KLHL14,8.275504156,2.741556993,0.686218593,2.461896554,1.04560924,1.815339271,3.591919479
TRNAC-GCA_234,0,0,0,0,0,0,0
GAREM1,3.012483595,2.182002137,0.763732866,1.358817328,0.894570677,0.730480804,1.405561695
MEP1B,0.335773218,0.368682901,0.077035622,0.26485947,0.198512313,0.019530057,0.358829065
RNF138,15.01404577,12.20439284,8.256753104,7.988314351,8.495223389,9.667011641,14.69535134
RNF125,85.04971219,43.12616589,24.54956358,27.25654651,20.93832329,25.33453078,51.5872863
LOC101904355,0.478086583,1.026558392,0.301637122,0.585014696,0.673647559,0.305883954,0.432312158
TRAPPC8,93.02288549,74.70888854,38.73738698,46.91542958,43.44695965,34.45837216,68.20113178
B4GALT6,13.74290563,7.511054631,1.257933026,5.037857813,1.169275152,1.83373798,22.05325631
TTR,0,0.548158068,0.107378092,9.087537615,0,0.762229283,0.153896358
DSG2,0,0,0,0,0,0,0
LOC101904557,0,0,0,0,0,0,0
DSG3,0,0,0,0,0,0,0
DSG4,0,0,0,0,0,0,0
DSG1,0,0,0,0,0,0.008891407,0
DSC1,0,0,0,0,0,0,0
DSC2,0,0,0,0.03016358,0,0.007228601,0
DSC3,0,0,0,0,0,0,0
LOC112444247,0,0,0,0,0,0,0
LOC112444220,0,0,0,0,0,0,0
TRNAW-CCA_52,0,0,0,0,0,0,0
LOC101904728,0,0,0,0,0,0,0
CDH2,0.351875705,0.302222209,0.029600991,0.093943786,0.091534193,0.120071006,0.084849426
LOC112444229,0,0,0,0.632730423,0,0,0
CHST9,0,0,0,0,0,0,0
LOC112444146,0,0,0,0,0,0,0
AQP4,0,0,0,0,0,0,0
LOC100849762,0.061690155,0.024836719,0.087574287,0,0.100297463,0.039469897,0.055783628
KCTD1,11.49157757,6.702909231,6.602257506,2.999462573,5.385802394,6.873203846,7.140401414
TAF4B,21.53635706,14.26362902,9.159039987,12.1177046,6.23805525,8.394464232,17.44716323
PSMA8,0,0.237256506,0,0,0,0,0
SS18,78.56493983,71.81858061,49.0114744,54.7552105,52.08334967,51.49397044,102.819215
MIR2380,1.408806065,0,0,0,0,0,0
TRNAC-GCA_235,0,0,0,0,0,0,0
ZNF521,0.451730528,0.132268101,0.181368987,0,0.040060106,0.24960915,0.037134506
MIR378C,0,0,0,0,0,0,0
LOC112444180,0,0,0,0,0,0,0
HRH4,94.01369437,33.82135277,92.34515892,23.49128473,45.29050436,120.2144469,41.42889965
IMPACT,29.43941181,10.97756081,11.65368597,7.407351337,10.01008845,12.89360806,13.61447018
OSBPL1A,9.005582902,7.348986843,12.03023294,5.317225782,6.881510517,6.260471931,9.944274502
TRNAC-GCA_236,0,0,0,0,0,0,0
LOC112444241,0,0,0,0,0,0,0
CABYR,1.297341932,1.020337057,0.513958433,0.382611823,0.431660951,0.019303504,1.718768727
TTC39C,19.77285584,14.69508525,12.41515421,11.79983611,10.44494679,9.727906203,15.92175695
LAMA3,0.384592503,0.482520235,0.434511541,0.399968645,0.453691919,0.40629441,0.444821676
LOC112444154,0,0,0,0,0,0,0
LOC112444228,0,0,0,0,0,0,0
ANKRD29,0,0,0.061212188,0,0,0.031037006,0.21932623
NPC1,22.47030967,24.53487356,15.32017111,17.96596279,17.88769083,9.694863381,24.10607425
RMC1,101.3073497,218.1301693,91.67979026,100.5949176,127.2076821,45.55315025,128.9533594
LOC101904227,5.311687724,3.401000906,0.969044937,3.630714949,1.415035848,0.655125592,2.025412009
RIOK3,144.6675241,228.1816048,92.40656891,132.4454233,121.4701349,70.17939167,98.26972689
TRNAC-ACA_95,14.08806065,20.41888802,1.777703964,3.761230846,2.748568405,0,11.46527869
TMEM241,3.010204931,3.635764055,2.97336231,3.557203972,3.225272194,2.115393524,3.101286769
CABLES1,1.607891981,1.818072997,0.539606599,1.872369892,1.112405425,2.889236432,3.526588252
RBBP8,13.64501242,13.81293225,7.799314679,12.4636294,9.895697869,9.417218942,11.05971629
MIR2285O-3,0,0,0,0,0,0,0
MIR2284Y-4,0,0,0,0,0,0,0
LOC112444227,0,0,0,0,0,0,0
LOC104970025,0,0,0,0,0,0,0
LOC101904579,0.769272217,1.51537793,0.268677901,0.614307205,1.295370809,0.544921383,1.167644851
GATA6,2.187734979,4.49917789,3.74918854,2.407363141,3.306933949,0.71878123,2.085203703
LOC100336909,0,0.033708441,0,0,0,0,0
